experiment_id,broker,payload_size,qos,execution,timestamp,elapsed_s,pcap_file,prom_rabbitmq_channel_messages_published_total,prom_rabbitmq_channel_messages_delivered_total,prom_rabbitmq_connection_incoming_bytes_total,prom_rabbitmq_connection_outgoing_bytes_total,prom_rabbitmq_connections,broker_cpu_pct,broker_mem_pct,broker_net_rx,broker_net_tx,broker_blk_r,broker_blk_w,broker_pids
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,0,2026-05-05T07:25:38.045154+00:00,1055.09,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,256566.0,509722767.0,1.0,0.67,3.54,518MB,516MB,41.5MB,709kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,1,2026-05-05T07:43:22.160439+00:00,1055.68,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,384824.0,1022265150.0,1.0,0.47,3.57,1.04GB,1.03GB,41.5MB,709kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,2,2026-05-05T08:01:00.187033+00:00,1051.04,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,384837.0,1529937121.0,1.0,0.55,3.55,1.55GB,1.55GB,41.5MB,709kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,3,2026-05-05T08:18:47.082436+00:00,1059.22,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,128377.0,2043889246.0,1.0,0.56,3.47,2.07GB,2.07GB,41.6MB,709kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,4,2026-05-05T08:36:25.676002+00:00,1050.88,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,384869.0,2556303514.0,1.0,0.27,3.48,2.59GB,2.58GB,41.6MB,709kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,5,2026-05-05T08:53:58.983820+00:00,1045.77,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,256651.0,3064744466.0,1.0,1.98,3.46,3.11GB,3.1GB,41.6MB,737kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,6,2026-05-05T09:11:25.843248+00:00,1039.32,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,189.0,3580875442.0,1.0,0.26,3.41,3.63GB,3.62GB,41.7MB,737kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,7,2026-05-05T09:28:42.170490+00:00,1028.73,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,207.0,4088931831.0,1.0,0.49,3.42,4.14GB,4.13GB,41.9MB,737kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,8,2026-05-05T09:46:02.912443+00:00,1033.2,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,128461.0,4604165720.0,1.0,0.52,3.41,4.66GB,4.65GB,42.9MB,737kB,28
rabbitmq_125kb_qos0_20260505T070706,rabbitmq,125kb,0,9,2026-05-05T10:03:21.072204+00:00,1030.27,results/125kb/captures/rabbitmq_125kb_qos0_20260505T070706.pcap,0.0,0.0,256719.0,5117477062.0,1.0,1.27,3.55,5.18GB,5.17GB,51.7MB,737kB,28
